payment_id,order_id,amount,status,method,ts
PAY000274,O000272,3772,settled,wallet,2026-08-15T19:00:00
PAY000275,O000273,38732,settled,card,2026-08-18T03:00:00
PAY000276,O000274,27544,settled,wire,2026-08-28T02:00:00
PAY000277,O000275,24714,settled,wire,2026-08-25T00:00:00
PAY000278,O000276,35338,settled,wire,2026-08-20T22:00:00
PAY000279,O000277,12018,settled,ach,2026-08-12T18:00:00
PAY000280,O000278,23896,settled,ach,2026-08-07T21:00:00
PAY000281,O000279,10597,settled,ach,2026-08-09T17:00:00
PAY000282,O000280,43959,settled,ach,2026-08-15T14:00:00
PAY000283,O000281,37994,settled,wire,2026-08-08T18:00:00
PAY000284,O000282,42105,settled,wallet,2026-08-16T15:00:00
PAY000285,O000283,42378,settled,card,2026-08-23T16:00:00
PAY000286,O000284,5862,settled,card,2026-08-16T03:00:00
PAY000287,O000285,19813,settled,card,2026-08-31T13:00:00
PAY000288,O000286,37327,settled,wire,2026-09-02T15:00:00
PAY000289,O000287,38464,settled,wire,2026-08-21T16:00:00
PAY000290,O000288,5054,settled,wire,2026-08-20T18:00:00
PAY000291,O000289,12308,settled,card,2026-08-16T16:00:00
PAY000292,O000290,19539,settled,ach,2026-08-20T23:00:00
PAY000293,O000291,43421,settled,card,2026-08-21T08:00:00
PAY000294,O000292,26333,settled,card,2026-08-29T00:00:00
PAY000295,O000293,44490,settled,wallet,2026-08-22T04:00:00
PAY000296,O000294,47454,settled,wire,2026-08-22T04:00:00
PAY000297,O000295,22527,settled,wire,2026-08-06T19:00:00
PAY000298,O000296,28748,settled,card,2026-09-03T15:00:00
PAY000299,O000297,15037,settled,wallet,2026-08-14T16:00:00
PAY000300,O000298,10015,settled,ach,2026-08-31T02:00:00
PAY000301,O000299,41503,settled,card,2026-08-28T20:00:00
PAY000302,O000300,46406,settled,ach,2026-08-28T08:00:00
PAY000303,O000301,24874,settled,wire,2026-08-25T06:00:00
PAY000304,O000302,30420,settled,wire,2026-08-22T05:00:00
PAY000305,O000303,13715,settled,wire,2026-08-11T01:00:00
PAY000306,O000304,19466,settled,wire,2026-08-13T23:00:00
PAY000307,O000305,14087,settled,wire,2026-08-29T12:00:00
PAY000308,O000306,32495,settled,wallet,2026-08-11T18:00:00
PAY000309,O000307,34810,settled,card,2026-08-23T06:00:00
PAY000310,O000308,18877,settled,card,2026-08-13T12:00:00
PAY000311,O000309,7010,settled,ach,2026-08-25T22:00:00
PAY000312,O000310,2747,settled,wire,2026-08-18T12:00:00
PAY000313,O000311,6348,settled,wallet,2026-09-03T05:00:00
PAY000314,O000312,47838,settled,wallet,2026-08-29T04:00:00
PAY000315,O000313,31962,settled,ach,2026-08-29T11:00:00
PAY000316,O000314,1344,settled,wire,2026-09-03T14:00:00
PAY000317,O000315,10798,settled,wallet,2026-08-09T10:00:00
PAY000318,O000316,19881,settled,wire,2026-09-02T09:00:00
PAY000319,O000317,41816,settled,ach,2026-08-30T16:00:00
PAY000320,O000318,2077,settled,wire,2026-08-10T21:00:00
PAY000321,O000319,20088,settled,ach,2026-08-09T04:00:00
PAY000322,O000320,28300,settled,wallet,2026-08-31T18:00:00
PAY000323,O000321,35475,settled,wallet,2026-08-13T18:00:00
PAY000324,O000322,31810,settled,card,2026-08-19T11:00:00
PAY000325,O000323,24402,settled,wallet,2026-08-20T16:00:00
PAY000326,O000324,42173,settled,ach,2026-08-29T17:00:00
PAY000327,O000325,23187,settled,card,2026-08-27T22:00:00
PAY000328,O000326,32361,settled,wire,2026-08-29T15:00:00
PAY000329,O000327,30994,settled,card,2026-09-02T13:00:00
PAY000330,O000328,21682,settled,ach,2026-08-13T10:00:00
PAY000331,O000329,36588,settled,wire,2026-09-02T20:00:00
PAY000332,O000330,4132,settled,ach,2026-08-21T06:00:00
PAY000333,O000331,25118,settled,wallet,2026-08-18T08:00:00
PAY000334,O000332,26339,settled,wire,2026-08-27T10:00:00
PAY000335,O000333,25074,settled,wire,2026-08-13T06:00:00
PAY000336,O000334,28820,settled,wallet,2026-08-27T17:00:00
PAY000337,O000335,6247,settled,wallet,2026-08-22T19:00:00
PAY000338,O000336,28925,settled,wallet,2026-08-20T10:00:00
PAY000339,O000337,24105,settled,wire,2026-08-16T20:00:00
PAY000340,O000338,4759,settled,wallet,2026-08-18T02:00:00
PAY000341,O000339,45525,settled,wallet,2026-08-29T07:00:00
PAY000342,O000340,5406,settled,wire,2026-08-19T23:00:00
PAY000343,O000341,3122,settled,wire,2026-08-06T10:00:00
PAY000344,O000342,25380,settled,wire,2026-09-01T03:00:00
PAY000345,O000343,27085,settled,ach,2026-08-23T12:00:00
PAY000346,O000344,2698,settled,ach,2026-08-14T02:00:00
PAY000347,O000345,8717,settled,wire,2026-08-16T09:00:00
PAY000348,O000346,19715,settled,ach,2026-08-14T11:00:00
PAY000349,O000347,5853,settled,ach,2026-08-16T10:00:00
PAY000350,O000348,21944,settled,card,2026-09-01T15:00:00
PAY000351,O000349,11322,settled,wallet,2026-08-08T04:00:00
PAY000352,O000350,34341,settled,ach,2026-08-29T11:00:00
PAY000353,O000351,2722,settled,ach,2026-08-10T23:00:00
PAY000354,O000352,37152,settled,wallet,2026-08-31T17:00:00
PAY000355,O000353,47984,settled,card,2026-08-12T23:00:00
PAY000356,O000354,38676,settled,wire,2026-08-08T00:00:00
PAY000357,O000355,45571,settled,card,2026-08-29T22:00:00
PAY000358,O000356,9456,settled,ach,2026-09-02T01:00:00
PAY000359,O000357,20931,settled,card,2026-08-25T19:00:00
PAY000360,O000358,35006,settled,wallet,2026-09-01T01:00:00
PAY000361,O000359,37099,settled,wallet,2026-08-22T11:00:00
PAY000362,O000360,12051,settled,card,2026-08-10T15:00:00
PAY000363,O000361,41925,settled,ach,2026-08-09T14:00:00
PAY000364,O000362,37937,settled,wallet,2026-09-03T04:00:00
PAY000365,O000363,43038,settled,card,2026-08-24T02:00:00
PAY000366,O000364,28301,settled,ach,2026-09-03T02:00:00
PAY000367,O000365,36754,settled,wire,2026-08-14T19:00:00
PAY000368,O000366,45891,settled,ach,2026-08-16T01:00:00
PAY000369,O000367,11359,settled,card,2026-08-14T18:00:00
PAY000370,O000368,40758,settled,wire,2026-08-21T19:00:00
PAY000371,O000369,9569,settled,wallet,2026-08-13T10:00:00
PAY000372,O000370,31570,settled,card,2026-08-24T20:00:00
PAY000373,O000371,20019,settled,ach,2026-08-09T03:00:00
PAY000374,O000372,11466,settled,wire,2026-08-10T18:00:00
PAY000375,O000373,11442,settled,wallet,2026-08-13T10:00:00
PAY000376,O000374,21220,settled,wire,2026-08-31T13:00:00
PAY000377,O000375,16776,settled,wire,2026-09-02T08:00:00
PAY000378,O000376,40158,settled,card,2026-08-07T12:00:00
PAY000379,O000377,1535,settled,wire,2026-08-17T00:00:00
PAY000380,O000378,24971,settled,ach,2026-08-19T19:00:00
PAY000381,O000379,38373,settled,card,2026-08-19T22:00:00
PAY000382,O000380,34046,settled,wallet,2026-08-11T22:00:00
PAY000383,O000381,41844,settled,wallet,2026-08-30T08:00:00
PAY000384,O000382,26814,settled,ach,2026-08-20T22:00:00
PAY000385,O000383,14045,settled,wallet,2026-08-18T06:00:00
PAY000386,O000384,9980,settled,card,2026-08-15T04:00:00
PAY000387,O000385,34784,settled,wire,2026-08-21T19:00:00
PAY000388,O000386,41402,settled,ach,2026-08-22T15:00:00
PAY000389,O000387,34404,settled,wallet,2026-08-11T09:00:00
PAY000390,O000388,2090,settled,wallet,2026-08-06T16:00:00
PAY000391,O000389,39253,settled,card,2026-08-08T13:00:00
PAY000392,O000390,18401,settled,card,2026-08-10T17:00:00
PAY000393,O000391,39241,settled,ach,2026-08-13T01:00:00
PAY000394,O000392,45612,settled,wire,2026-08-27T06:00:00
PAY000395,O000393,28445,settled,card,2026-08-17T21:00:00
PAY000396,O000394,5081,settled,wire,2026-08-13T06:00:00
PAY000397,O000395,44399,settled,ach,2026-08-19T08:00:00
PAY000398,O000396,31124,settled,wallet,2026-08-20T19:00:00
PAY000399,O000397,45613,settled,wallet,2026-08-24T03:00:00
PAY000400,O000398,17155,settled,wire,2026-08-25T19:00:00
PAY000401,O000399,47196,settled,wallet,2026-08-21T21:00:00
PAY000402,O000400,18921,settled,wire,2026-08-06T13:00:00
PAY000403,O000401,26856,settled,wire,2026-08-29T04:00:00
PAY000404,O000402,47801,settled,wallet,2026-08-07T10:00:00
PAY000405,O000403,15023,settled,wallet,2026-08-23T20:00:00
PAY000406,O000404,41349,settled,wallet,2026-08-25T04:00:00
PAY000407,O000405,35802,settled,ach,2026-09-02T04:00:00
PAY000408,O000406,31959,settled,card,2026-08-29T13:00:00
PAY000409,O000407,11350,settled,card,2026-08-15T02:00:00
PAY000410,O000408,19824,settled,wire,2026-08-07T20:00:00
PAY000411,O000409,6862,settled,card,2026-08-25T12:00:00
PAY000412,O000410,12473,settled,card,2026-08-27T21:00:00
PAY000413,O000411,27017,settled,card,2026-08-27T11:00:00
PAY000414,O000412,1607,settled,wallet,2026-08-21T02:00:00
PAY000415,O000413,43029,settled,wallet,2026-08-14T08:00:00
PAY000416,O000414,31672,settled,ach,2026-08-21T07:00:00
PAY000417,O000415,43486,settled,ach,2026-09-03T19:00:00
PAY000418,O000416,38210,settled,wallet,2026-08-27T04:00:00
PAY000419,O000417,42859,settled,ach,2026-08-17T04:00:00
PAY000420,O000418,44860,settled,wallet,2026-08-15T01:00:00
PAY000421,O000419,1447,settled,wallet,2026-08-16T08:00:00
PAY000422,O000420,20788,settled,wallet,2026-08-10T23:00:00
PAY000423,O000421,24563,settled,card,2026-09-01T18:00:00
PAY000424,O000422,11467,settled,card,2026-08-13T23:00:00
PAY000425,O000423,42858,settled,wallet,2026-08-22T19:00:00
PAY000426,O000424,15360,settled,wallet,2026-08-15T00:00:00
PAY000427,O000425,40697,settled,ach,2026-08-11T23:00:00
PAY000428,O000426,44522,settled,wire,2026-08-24T20:00:00
PAY000429,O000427,35614,settled,card,2026-09-01T02:00:00
PAY000430,O000428,36890,settled,card,2026-08-26T18:00:00
PAY000431,O000429,35101,settled,ach,2026-08-06T09:00:00
PAY000432,O000430,33035,settled,ach,2026-08-16T09:00:00
PAY000433,O000431,34636,settled,card,2026-08-11T08:00:00
PAY000434,O000432,45090,settled,card,2026-09-03T11:00:00
PAY000435,O000433,1197,settled,wire,2026-08-10T17:00:00
PAY000436,O000434,23579,settled,card,2026-08-12T07:00:00
